transaction_id,date,region,country,customer_id,segment,product_category,budget_amount,actual_amount,cost,revenue,claim_flag,claim_amount,churn_flag,orders_count,location
TX100060,2024-03-30,Gauteng,South Africa,CUST20060,Sme,Investments,"49 593,11","22 896,69","15 492,05","62 078,86",0,"0,00",0,2,"Gauteng, South Africa"
TX100388,2023-02-05,KwaZulu-Natal,South Africa,CUST20088,Corporate,Loans,"32 598,20","8 614,03","5 830,97","9 484,62",0,"0,00",1,3,"KwaZulu-Natal, South Africa"
TX100478,2023-09-11,Western Cape,South Africa,CUST20178,Sme,Cards,"42 025,89","23 948,36","25 498,99","51 537,78",0,"0,00",0,5,"Western Cape, South Africa"
TX100603,2024-06-02,Limpopo,South Africa,CUST20003,Retail,Savings,"31 084,99","49 450,82","13 914,98","22 874,12",0,"0,00",0,3,"Limpopo, South Africa"
TX100450,2024-05-02,KwaZulu-Natal,South Africa,CUST20150,Retail,Insurance,"2 209,52","34 096,07","22 069,30","14 843,14",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100825,2024-12-30,Limpopo,South Africa,CUST20225,Retail,Savings,"41 547,44","3 628,18","8 128,30","61 439,91",0,"0,00",0,3,"Limpopo, South Africa"
TX100377,2023-04-14,KwaZulu-Natal,South Africa,CUST20077,Retail,Savings,"18 238,45","35 169,83","24 087,25","10 757,89",0,"0,00",0,4,"KwaZulu-Natal, South Africa"
TX100946,2024-06-26,Eastern Cape,South Africa,CUST20046,Sme,Savings,"8 014,91","43 086,29","24 575,94","54 009,88",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100636,2023-02-08,North West,South Africa,CUST20036,Retail,Investments,"28 359,26","25 157,30","20 194,37","45 723,10",1,"15 946,95",0,0,"North West, South Africa"
TX100697,2023-03-31,Gauteng,South Africa,CUST20097,Sme,Cards,"24 438,44","8 188,82","27 597,08","50 170,30",0,"0,00",0,2,"Gauteng, South Africa"
TX100990,2023-09-18,Gauteng,South Africa,CUST20090,Retail,Cards,"43 124,30","41 373,02","6 020,29","1 403,69",0,"0,00",0,2,"Gauteng, South Africa"
TX100796,2024-04-25,Western Cape,South Africa,CUST20196,Retail,Savings,"44 616,76","8 789,51","21 664,61","68 861,23",0,"0,00",0,3,"Western Cape, South Africa"
TX100548,2024-11-25,Limpopo,South Africa,CUST20248,Retail,Insurance,"32 943,14","51 105,00","23 689,46","29 423,33",0,"0,00",0,2,"Limpopo, South Africa"
TX100723,2024-01-09,Gauteng,South Africa,CUST20123,Retail,Cards,"49 734,52","11 531,83","26 772,56","40 583,65",0,"0,00",0,2,"Gauteng, South Africa"
TX100841,2023-08-21,Eastern Cape,South Africa,CUST20241,Retail,Savings,"9 954,81","2 111,33","29 503,28","68 006,14",0,"0,00",1,1,"Eastern Cape, South Africa"
TX100110,2024-02-23,Free State,South Africa,CUST20110,Corporate,Savings,"18 401,45","19 889,94","4 960,58","35 793,74",0,"0,00",0,2,"Free State, South Africa"
TX100531,2024-01-11,Limpopo,South Africa,CUST20231,Retail,Insurance,"21 870,95","37 834,34","6 050,44","53 019,76",0,"0,00",0,2,"Limpopo, South Africa"
TX100493,2024-05-11,KwaZulu-Natal,South Africa,CUST20193,Retail,Insurance,"28 163,48","24 441,20","15 210,07","57 432,83",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100882,2023-01-07,Gauteng,South Africa,CUST20282,Retail,Cards,"29 369,90","8 180,63","10 158,17","29 253,52",0,"0,00",0,1,"Gauteng, South Africa"
TX100260,2024-02-19,Free State,South Africa,CUST20260,Sme,Loans,"7 487,83","30 369,49","12 952,36","60 621,62",0,"0,00",0,3,"Free State, South Africa"
TX100479,2023-12-23,Gauteng,South Africa,CUST20179,Retail,Investments,"7 241,10","51 131,64","16 032,13","54 197,58",0,"0,00",0,3,"Gauteng, South Africa"
TX100148,2023-08-19,Gauteng,South Africa,CUST20148,Sme,Loans,"6 669,36","44 403,88","15 485,40","39 538,90",0,"0,00",0,3,"Gauteng, South Africa"
TX100477,2023-10-16,KwaZulu-Natal,South Africa,CUST20177,Sme,Cards,"45 232,57","1 127,79","3 449,15","68 888,32",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100432,2024-10-18,Western Cape,South Africa,CUST20132,Sme,Cards,"30 112,95","23 281,55","21 710,78","31 661,98",0,"0,00",0,1,"Western Cape, South Africa"
TX100790,2023-12-01,Western Cape,South Africa,CUST20190,Sme,Cards,"36 846,54","43 064,16","1 582,85","62 482,79",0,"0,00",0,4,"Western Cape, South Africa"
TX100740,2024-06-01,Western Cape,South Africa,CUST20140,Retail,Loans,"38 081,15","7 903,10","16 508,52","43 818,87",0,"0,00",0,4,"Western Cape, South Africa"
TX100528,2024-05-07,Western Cape,South Africa,CUST20228,Sme,Loans,"29 059,50","26 004,33","7 779,22","17 833,73",0,"0,00",1,2,"Western Cape, South Africa"
TX100736,2023-04-09,Gauteng,South Africa,CUST20136,Retail,Cards,"23 126,71","8 319,04","25 486,41","9 000,57",0,"0,00",0,2,"Gauteng, South Africa"
TX100137,2023-07-26,Limpopo,South Africa,CUST20137,Sme,Loans,"43 782,33","54 990,55","10 394,81","13 154,82",0,"0,00",0,1,"Limpopo, South Africa"
TX100952,2023-11-18,North West,South Africa,CUST20052,Retail,Cards,"14 103,35","30 311,89","1 807,13","58 842,25",0,"0,00",0,1,"North West, South Africa"
TX100371,2023-10-15,North West,South Africa,CUST20071,Retail,Insurance,"49 498,06","29 195,30","27 095,75","18 157,98",0,"0,00",0,1,"North West, South Africa"
TX100948,2023-08-17,Eastern Cape,South Africa,CUST20048,Retail,Cards,"32 436,86","58 992,35","23 479,78","56 402,28",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100758,2024-12-17,North West,South Africa,CUST20158,Sme,Cards,"2 088,71","56 936,96","23 940,37","8 132,64",0,"0,00",0,0,"North West, South Africa"
TX100247,2024-12-30,,South Africa,CUST20247,Corporate,Loans,"45 177,57","43 024,39","9 141,63","56 081,48",0,"0,00",0,1,
TX100928,2023-11-11,,South Africa,CUST20028,Sme,Loans,"48 295,27","56 839,37","7 571,64","42 584,50",0,"0,00",0,2,
TX100323,2023-12-31,North West,South Africa,CUST20023,Retail,Insurance,"13 710,03","8 732,91","15 128,64","22 799,15",0,"0,00",0,3,"North West, South Africa"
TX100465,2023-08-08,Western Cape,South Africa,CUST20165,Retail,Savings,"42 039,01","10 293,66","18 125,11","53 595,66",0,"0,00",0,1,"Western Cape, South Africa"
TX100208,2024-09-16,Limpopo,South Africa,CUST20208,Retail,Investments,"14 626,88","41 484,22","11 548,80","10 660,32",0,"0,00",0,3,"Limpopo, South Africa"
TX100706,2023-05-25,Western Cape,South Africa,CUST20106,Retail,Savings,"31 641,17","8 432,95","19 000,46","59 895,06",1,"7 418,90",0,1,"Western Cape, South Africa"
TX100667,2023-07-22,Western Cape,South Africa,CUST20067,Corporate,Cards,"43 819,87","43 935,10","20 509,72","16 543,56",0,"0,00",0,1,"Western Cape, South Africa"
TX100210,2024-11-29,KwaZulu-Natal,South Africa,CUST20210,Sme,Loans,"15 112,26","14 889,37","10 616,43","29 925,53",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100582,2023-05-24,Limpopo,South Africa,CUST20282,Retail,Insurance,"34 129,15","51 481,70","21 903,41","41 992,01",0,"0,00",0,2,"Limpopo, South Africa"
TX100078,2023-07-21,Limpopo,South Africa,CUST20078,Sme,Investments,"14 378,99","44 769,70","5 248,70","30 933,55",0,"0,00",0,2,"Limpopo, South Africa"
TX100029,2023-01-22,Gauteng,South Africa,CUST20029,Sme,Insurance,"37 721,87","3 841,64","7 676,04","55 926,40",0,"0,00",0,3,"Gauteng, South Africa"
TX100872,2024-04-18,KwaZulu-Natal,South Africa,CUST20272,Sme,Insurance,"19 851,90","59 943,45","9 850,57","10 404,33",0,"0,00",0,4,"KwaZulu-Natal, South Africa"
TX100909,2023-08-21,KwaZulu-Natal,South Africa,CUST20009,Retail,Investments,"11 263,33","21 193,05","22 450,64","6 584,19",1,"13 836,07",0,1,"KwaZulu-Natal, South Africa"
TX100827,2023-04-03,Gauteng,South Africa,CUST20227,Retail,Investments,"24 178,35","34 354,50","25 118,22","67 048,12",0,"0,00",0,1,"Gauteng, South Africa"
TX100650,2023-12-14,Gauteng,South Africa,CUST20050,Retail,Insurance,"10 564,66","29 500,68","26 670,40","30 929,43",1,"11 525,26",0,1,"Gauteng, South Africa"
TX100292,2023-09-11,Limpopo,South Africa,CUST20292,Retail,Savings,"15 925,52","4 219,16","22 286,47","325 875,00",0,"0,00",0,1,"Limpopo, South Africa"
TX100165,2024-07-09,North West,South Africa,CUST20165,Retail,Investments,"41 894,96","35 737,17","22 610,14","4 194,76",1,"12 623,17",0,3,"North West, South Africa"
TX100567,2024-03-30,Gauteng ,South Africa,ANONYMOUS,Retail,Savings,"45 479,04","40 605,25","2 205,12","39 863,36",0,"0,00",0,0,"Gauteng , South Africa"
TX100842,2024-06-07,KwaZulu-Natal,South Africa,CUST20242,Retail,Savings,"16 633,21","27 231,46","25 249,11","19 336,73",1,"5 883,42",1,0,"KwaZulu-Natal, South Africa"
TX100467,2023-02-16,Limpopo,South Africa,CUST20167,Corporate,Savings,"23 938,04","19 384,64","3 543,16","33 509,12",0,"0,00",0,1,"Limpopo, South Africa"
TX100065,2023-03-22,North West,South Africa,CUST20065,Retail,Savings,"10 726,06","33 452,49","22 035,92","55 060,84",0,"0,00",0,0,"North West, South Africa"
TX100141,2024-11-21,KwaZulu-Natal,South Africa,ANONYMOUS,Retail,Loans,"13 065,96","1 735,10","6 474,80","43 950,47",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100987,2024-11-03,Gauteng,South Africa,CUST20087,Sme,Insurance,"31 624,01","15 993,98","5 767,71","33 846,54",0,"0,00",1,0,"Gauteng, South Africa"
TX100837,2024-06-17,Eastern Cape,South Africa,CUST20237,Sme,Loans,"16 547,97","10 862,32","4 442,23","60 695,60",0,"0,00",0,8,"Eastern Cape, South Africa"
TX100685,2024-10-17,Western Cape,South Africa,CUST20085,Corporate,Investments,"25 673,80","47 397,96","26 059,27","8 604,53",0,"0,00",0,0,"Western Cape, South Africa"
TX100328,2023-08-14,Western Cape,South Africa,CUST20028,Retail,Loans,"31 696,39","42 201,51","18 020,82","25 829,13",0,"0,00",0,1,"Western Cape, South Africa"
TX100811,2024-03-25,Free State,South Africa,CUST20211,Retail,Investments,"21 045,17","14 328,04","13 527,59","21 592,84",0,"0,00",0,2,"Free State, South Africa"
TX100527,2024-09-17,Gauteng,South Africa,ANONYMOUS,Sme,Insurance,"23 938,04","6 404,16","2 785,68","10 145,28",0,"0,00",0,3,"Gauteng, South Africa"
TX100917,2024-09-14,Gauteng,South Africa,CUST20017,Retail,Cards,"31 398,19","46 188,64","11 349,26","34 167,31",0,"0,00",0,2,"Gauteng, South Africa"
TX100595,2024-12-30,North West,South Africa,CUST20295,Retail,Investments,"25 465,84","25 898,07","1 212,93","17 782,17",0,"0,00",0,0,"North West, South Africa"
TX100221,2023-02-22,Limpopo,South Africa,CUST20221,Sme,Loans,"13 854,81","29 555,64","27 360,66","5 258,60",0,"0,00",0,1,"Limpopo, South Africa"
TX100261,2023-10-25,Free State,South Africa,CUST20261,Retail,Investments,"19 730,36","35 196,11","9 262,63","12 051,81",1,"5 107,05",0,1,"Free State, South Africa"
TX100310,2023-05-15,KwaZulu-Natal,South Africa,CUST20010,Retail,Insurance,"1 306,62","18 330,29","6 591,39","5 294,13",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100910,2023-04-19,Eastern Cape,South Africa,CUST20010,Corporate,Loans,"21 396,88","1 787,91","16 537,96","66 597,75",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100307,2023-10-04,,South Africa,ANONYMOUS,Retail,Cards,"35 188,10","24 048,77","10 309,94","59 530,06",0,"0,00",0,1,
TX100049,2023-10-01,Limpopo,South Africa,CUST20049,Retail,Insurance,"23 325,34","40 576,02","18 449,13","23 746,61",0,"0,00",0,4,"Limpopo, South Africa"
TX100751,2023-05-25,Free State,South Africa,CUST20151,Sme,Investments,"9 323,76","7 612,09","6 236,08","24 905,52",1,"1 745,22",0,4,"Free State, South Africa"
TX100002,2023-09-28,Gauteng ,South Africa,CUST20002,Retail,Loans,"31 689,80","47 687,25","18 107,46","27 164,09",0,"0,00",0,0,"Gauteng , South Africa"
TX100711,2024-06-30,KwaZulu-Natal,South Africa,CUST20111,Corporate,Savings,"30 302,45","2 222,19","5 861,46","20 864,03",0,"0,00",0,4,"KwaZulu-Natal, South Africa"
TX100355,2024-08-29,Eastern Cape,South Africa,CUST20055,Retail,Loans,"17 896,06","31 325,59","26 006,89","2 549,78",0,"0,00",0,3,"Eastern Cape, South Africa"
TX100914,2023-04-21,Free State,South Africa,CUST20014,Sme,Savings,"26 098,52","31 096,51","29 245,62","28 846,76",1,"16 073,07",0,0,"Free State, South Africa"
TX100542,2023-04-06,Western Cape,South Africa,CUST20242,Retail,Savings,"28 001,50","3 296,05","15 699,18","5 791,68",0,"0,00",0,1,"Western Cape, South Africa"
TX100773,2023-09-25,KwaZulu-Natal,South Africa,CUST20173,Retail,Insurance,"39 300,00","29 779,47","2 358,44","57 229,57",0,"0,00",1,4,"KwaZulu-Natal, South Africa"
TX100918,2024-01-04,Western Cape,South Africa,CUST20018,Sme,Loans,"40 384,01","45 231,78","27 774,93","44 131,37",0,"0,00",0,1,"Western Cape, South Africa"
TX100713,2024-01-25,Free State,South Africa,CUST20113,Retail,Savings,"42 885,48","2 427,15","20 356,15","20 883,64",0,"0,00",0,4,"Free State, South Africa"
TX100583,2024-07-22,Limpopo,South Africa,CUST20283,Corporate,Insurance,"16 054,71","28 279,25","15 058,69","48 678,75",0,"0,00",0,4,"Limpopo, South Africa"
TX100033,2023-02-28,North West,South Africa,CUST20033,Retail,Investments,"21 510,53","10 463,85","24 997,54","19 871,47",0,"0,00",0,0,"North West, South Africa"
TX100031,2024-07-14,North West,South Africa,CUST20031,Retail,Loans,"5 289,88","31 890,04","17 260,48","29 068,30",0,"0,00",0,3,"North West, South Africa"
TX100231,2023-05-03,Western Cape,South Africa,CUST20231,Corporate,Insurance,"3 109,57","43 654,58","21 607,09","33 393,38",0,"0,00",0,2,"Western Cape, South Africa"
TX100756,2023-02-20,Western Cape,South Africa,CUST20156,Sme,Cards,"32 995,67","44 964,20","23 270,36","20 920,42",0,"0,00",0,1,"Western Cape, South Africa"
TX100192,2024-01-09,Free State,South Africa,CUST20192,Retail,Savings,"38 905,03","28 950,46","21 549,45","48 287,66",0,"0,00",0,1,"Free State, South Africa"
TX100880,2024-11-29,Free State,South Africa,CUST20280,Retail,Investments,"38 860,88","54 684,57","29 119,58","61 242,81",0,"0,00",0,0,"Free State, South Africa"
TX100003,2023-04-17,KwaZulu-Natal,South Africa,CUST20003,Retail,Insurance,"14 645,07","58 883,88","9 737,51","55 717,56",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100204,2024-01-21,Western Cape,South Africa,CUST20204,Retail,Insurance,"22 761,65","40 448,66","4 450,97","14 044,25",0,"0,00",0,4,"Western Cape, South Africa"
TX100494,2023-06-09,KwaZulu-Natal,South Africa,CUST20194,Retail,Investments,"8 262,66","18 231,41","20 431,15","40 902,38",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100581,2023-05-31,Eastern Cape,South Africa,CUST20281,Corporate,Cards,"46 601,48","31 112,13","6 710,04","1 571,45",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100481,2024-06-05,Western Cape,South Africa,CUST20181,Corporate,Loans,"40 858,29","2 595,30","29 434,82","33 016,42",0,"0,00",0,1,"Western Cape, South Africa"
TX100109,2024-11-05,Eastern Cape,South Africa,CUST20109,Sme,Loans,"20 115,89","51 596,31","210,70","20 106,89",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100290,2024-02-26,Eastern Cape,South Africa,CUST20290,Sme,Loans,"41 677,40","27 034,35","29 409,81","17 006,18",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100077,2023-06-11,Limpopo,South Africa,CUST20077,Retail,Cards,"32 728,31","4 843,71","3 172,77","62 197,33",0,"0,00",0,2,"Limpopo, South Africa"
TX100084,2023-09-09,KwaZulu-Natal,South Africa,CUST20084,Sme,Cards,"23 657,17","14 341,88","5 584,37","51 616,11",0,"0,00",0,4,"KwaZulu-Natal, South Africa"
TX100359,2023-07-10,North West,South Africa,CUST20059,Retail,Loans,"6 445,72","55 751,51","7 894,19","15 971,61",0,"0,00",0,2,"North West, South Africa"
TX100082,2024-04-06,North West,South Africa,CUST20082,Retail,Loans,"47 135,11","55 111,53","12 801,02","44 750,68",0,"0,00",0,3,"North West, South Africa"
TX100256,2023-12-04,North West,South Africa,CUST20256,Corporate,Investments,"11 333,43","12 475,20","25 669,44","47 062,88",0,"0,00",1,4,"North West, South Africa"
TX100352,2024-05-11,Limpopo,South Africa,CUST20052,Retail,Insurance,"40 339,71","7 586,84","28 039,16","42 466,31",0,"0,00",0,2,"Limpopo, South Africa"
TX100370,2024-09-17,Western Cape,South Africa,CUST20070,Sme,Insurance,"2 712,02","48 788,53","28 828,80","56 615,51",0,"0,00",0,3,"Western Cape, South Africa"
TX100404,2023-07-09,Gauteng,South Africa,CUST20104,Retail,Investments,"26 070,29","50 266,73","27 259,58","31 503,64",0,"0,00",0,7,"Gauteng, South Africa"
TX100525,2023-07-15,North West,South Africa,CUST20225,Sme,Cards,"37 186,79","29 542,99","569,31","32 995,65",0,"0,00",1,2,"North West, South Africa"
TX100309,2024-01-27,Free State,South Africa,CUST20009,Sme,Investments,"28 744,54","48 433,33","24 429,94","7 867,02",0,"0,00",0,1,"Free State, South Africa"
TX100822,2024-11-26,North West,South Africa,CUST20222,Retail,Savings,"16 435,51","59 042,43","12 233,78","5 674,17",0,"0,00",0,6,"North West, South Africa"
TX100281,2024-02-08,Free State,South Africa,CUST20281,Sme,Investments,"36 487,39","47 879,89","27 759,43","37 637,85",0,"0,00",0,2,"Free State, South Africa"
TX100005,2024-12-01,North West,South Africa,ANONYMOUS,Sme,Investments,"46 490,79","56 065,02","2 216,66","5 099,17",0,"0,00",0,2,"North West, South Africa"
TX100408,2024-07-23,Free State,South Africa,CUST20108,Sme,Cards,"48 227,33","2 935,57","29 352,09","64 714,60",0,"0,00",0,2,"Free State, South Africa"
TX100670,2023-08-15,Eastern Cape,South Africa,CUST20070,Sme,Investments,"28 777,75","4 922,91","29 369,69","38 757,45",0,"0,00",0,3,"Eastern Cape, South Africa"
TX100097,2023-01-15,North West,South Africa,CUST20097,Retail,Investments,"30 586,05","32 330,52","6 610,69","64 061,70",0,"0,00",0,0,"North West, South Africa"
TX100305,2024-08-02,,South Africa,CUST20005,Sme,Savings,"16 371,62","6 814,47","20 203,21","48 391,12",0,"0,00",0,1,
TX100362,2023-09-13,Free State,South Africa,CUST20062,Retail,Insurance,"39 735,51","16 272,34","28 896,51","60 112,64",0,"0,00",0,1,"Free State, South Africa"
TX100898,2023-03-27,KwaZulu-Natal,South Africa,CUST20298,Retail,Loans,"1 928,32","51 563,30","8 568,25","40 153,95",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100266,2024-09-15,North West,South Africa,CUST20266,Retail,Loans,"10 365,47","13 386,46","29 188,04","26 756,61",0,"0,00",0,3,"North West, South Africa"
TX100425,2024-12-30,Free State,South Africa,CUST20125,Retail,Loans,"32 870,84","49 764,60","8 350,87","41 308,92",0,"0,00",0,3,"Free State, South Africa"
TX100762,2023-02-03,KwaZulu-Natal,South Africa,ANONYMOUS,Retail,Insurance,"27 943,34","31 087,87","10 156,74","45 719,57",1,"17 697,44",0,4,"KwaZulu-Natal, South Africa"
TX100306,2024-02-02,North West,South Africa,CUST20006,Retail,Savings,"13 145,79","32 115,73","20 706,52","63 198,05",0,"0,00",0,2,"North West, South Africa"
TX100926,2023-11-16,Gauteng,South Africa,CUST20026,Retail,Investments,"3 668,84","28 085,51","21 598,68","15 545,75",0,"0,00",0,2,"Gauteng, South Africa"
TX100497,2024-11-20,Eastern Cape,South Africa,CUST20197,Retail,Insurance,"44 825,82","22 693,49","29 869,01","51 164,96",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100118,2023-07-20,Eastern Cape,South Africa,ANONYMOUS,Sme,Savings,"35 284,81","8 652,74","26 954,58","41 170,06",0,"0,00",0,5,"Eastern Cape, South Africa"
TX100783,2023-03-16,KwaZulu-Natal,South Africa,CUST20183,Sme,Savings,"31 905,15","7 581,77","6 026,37","66 894,76",0,"0,00",1,1,"KwaZulu-Natal, South Africa"
TX100250,2023-05-27,Free State,South Africa,CUST20250,Retail,Cards,"28 410,87","29 555,64","25 608,53","4 878,35",0,"0,00",0,2,"Free State, South Africa"
TX100351,2023-12-15,KwaZulu-Natal,South Africa,CUST20051,Retail,Insurance,"17 539,09","47 446,86","18 706,86","11 673,50",0,"0,00",0,3,"KwaZulu-Natal, South Africa"
TX100009,2024-04-11,Limpopo,South Africa,CUST20009,Sme,Savings,"11 559,54","55 370,42","14 967,15","19 540,09",0,"0,00",0,3,"Limpopo, South Africa"
TX100196,2023-08-21,Gauteng,South Africa,CUST20196,Corporate,Investments,"12 342,52","27 291,81","20 724,76","51 483,49",0,"0,00",0,1,"Gauteng, South Africa"
TX100611,2024-05-31,Eastern Cape,South Africa,CUST20011,Retail,Loans,"10 684,32","31 034,80","19 966,27","8 629,87",0,"0,00",0,3,"Eastern Cape, South Africa"
TX100081,2024-03-31,Eastern Cape,South Africa,CUST20081,Retail,Cards,"6 625,05","45 088,05","4 303,70","55 298,22",0,"0,00",0,6,"Eastern Cape, South Africa"
TX100382,2024-04-21,Free State,South Africa,CUST20082,Retail,Insurance,"38 632,27","20 038,94","13 593,43","1 259,17",0,"0,00",0,1,"Free State, South Africa"
TX100483,2023-06-29,Gauteng,South Africa,CUST20183,Retail,Insurance,"23 572,82","48 221,28","3 628,38","3 248,20",0,"0,00",0,2,"Gauteng, South Africa"
TX100680,2024-02-19,North West,South Africa,CUST20080,Sme,Insurance,"41 933,25","56 289,57","3 246,06","35 635,73",0,"0,00",0,1,"North West, South Africa"
TX100239,2024-08-31,Gauteng,South Africa,CUST20239,Corporate,Cards,"12 620,08","51 010,97","28 053,30","33 711,24",0,"0,00",0,1,"Gauteng, South Africa"
TX100903,2024-06-08,E. Cape,South Africa,CUST20003,Retail,Insurance,"23 938,04","36 372,13","20 326,52","20 487,00",0,"0,00",0,2,"E. Cape, South Africa"
TX100211,2023-04-23,Western Cape,South Africa,CUST20211,Sme,Loans,"28 260,07","25 846,85","13 261,39","51 298,68",0,"0,00",0,0,"Western Cape, South Africa"
TX100906,2024-08-02,Free State,South Africa,CUST20006,Retail,Investments,"23 938,04","4 960,12","3 589,00","58 256,74",0,"0,00",0,2,"Free State, South Africa"
TX100530,2024-02-17,Eastern Cape,South Africa,CUST20230,Sme,Cards,"40 400,69","13 301,76","3 118,15","7 913,71",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100784,2024-03-10,North West,South Africa,CUST20184,Retail,Loans,"37 244,46","4 601,21","4 405,70","54 046,27",0,"0,00",0,2,"North West, South Africa"
TX100227,2023-09-04,Free State,South Africa,CUST20227,Retail,Loans,"16 512,75","25 035,81","26 081,88","58 938,85",1,"20 848,83",0,2,"Free State, South Africa"
TX100866,2024-12-19,,South Africa,CUST20266,Sme,Cards,"15 491,63","5 573,47","22 090,36","19 182,91",0,"0,00",1,4,
TX100344,2024-04-21,Limpopo,South Africa,CUST20044,Sme,Insurance,"36 961,36","51 158,64","2 605,35","27 102,83",0,"0,00",0,1,"Limpopo, South Africa"
TX100806,2023-11-26,Free State,South Africa,CUST20206,Retail,Loans,"1 542,85","5 943,51","10 762,61","58 410,04",0,"0,00",0,3,"Free State, South Africa"
TX100933,2023-10-04,North West,South Africa,CUST20033,Retail,Savings,"8 214,13","54 875,64","14 538,07","69 830,78",0,"0,00",0,1,"North West, South Africa"
TX100428,2024-09-27,,South Africa,CUST20128,Retail,Cards,"35 367,78","28 242,07","19 954,59","2 658,32",0,"0,00",0,2,
TX100541,2024-07-01,Limpopo,South Africa,CUST20241,Retail,Loans,"12 075,63","55 152,04","26 830,82","61 249,14",1,"9 696,65",0,2,"Limpopo, South Africa"
TX100968,2023-10-27,North West,South Africa,CUST20068,Sme,Cards,"12 332,72","35 160,76","22 324,50","7 887,15",0,"0,00",1,2,"North West, South Africa"
TX100986,2023-09-16,Gauteng,South Africa,CUST20086,Retail,Cards,"32 695,02","26 723,97","21 759,15","8 392,16",1,"8 562,53",0,0,"Gauteng, South Africa"
TX100652,2024-05-19,Eastern Cape,South Africa,CUST20052,Retail,Insurance,"16 831,89","29 555,64","21 879,83","18 480,90",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100007,2024-09-06,KwaZulu-Natal,South Africa,CUST20007,Sme,Investments,"40 004,36","28 393,00","24 294,92","27 618,58",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100155,2024-11-29,Eastern Cape,South Africa,CUST20155,Retail,Savings,"34 749,36","30 396,71","19 772,69","3 829,99",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100547,2024-01-04,North West,South Africa,CUST20247,Retail,Savings,"38 804,09","38 602,65","9 535,05","53 221,82",0,"0,00",0,1,"North West, South Africa"
TX100545,2023-07-09,Western Cape,South Africa,CUST20245,Sme,Cards,"15 605,71","14 721,36","27 807,30","34 348,60",0,"0,00",0,1,"Western Cape, South Africa"
TX100602,2023-08-18,KwaZulu-Natal,South Africa,CUST20002,Retail,Savings,"1 009,14","4 201,20","5 798,22","28 615,51",1,"2 675,26",0,2,"KwaZulu-Natal, South Africa"
TX100780,2023-07-26,Western Cape,South Africa,CUST20180,Retail,Loans,"48 119,17","18 925,30","21 438,20","54 273,24",0,"0,00",0,2,"Western Cape, South Africa"
TX100787,2024-12-04,Free State,South Africa,CUST20187,Sme,Investments,"10 543,90","15 612,09","12 986,54","11 774,78",0,"0,00",0,2,"Free State, South Africa"
TX100572,2024-01-02,Eastern Cape,South Africa,CUST20272,Retail,Savings,"47 137,27","17 297,67","15 084,77","19 928,14",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100587,2023-02-11,North West,South Africa,CUST20287,Sme,Cards,"16 581,15","26 892,02","415,49","37 475,96",0,"0,00",0,3,"North West, South Africa"
TX100584,2023-02-08,Gauteng,South Africa,CUST20284,Retail,Cards,"19 131,20","21 903,33","12 513,15","57 782,08",0,"0,00",0,5,"Gauteng, South Africa"
TX100944,2023-05-17,KwaZulu-Natal,South Africa,CUST20044,Corporate,Investments,"16 862,81","29 555,64","14 294,16","58 844,29",0,"0,00",0,4,"KwaZulu-Natal, South Africa"
TX100809,2024-06-29,Limpopo,South Africa,CUST20209,Retail,Insurance,"22 268,56","38 846,86","21 816,47","20 399,06",0,"0,00",0,0,"Limpopo, South Africa"
TX100422,2023-07-15,KwaZulu-Natal,South Africa,CUST20122,Retail,Savings,"33 395,89","50 817,21","8 415,55","32 204,49",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100536,2024-01-29,Western Cape,South Africa,CUST20236,Sme,Cards,"38 607,44","18 963,27","27 626,78","15 719,16",0,"0,00",0,3,"Western Cape, South Africa"
TX100589,2024-02-02,Free State,South Africa,CUST20289,Retail,Insurance,"17 935,62","18 049,28","16 749,48","22 571,49",0,"0,00",0,2,"Free State, South Africa"
TX100716,2024-12-09,Gauteng,South Africa,CUST20116,Sme,Cards,"14 260,38","47 900,37","17 485,47","25 393,70",0,"0,00",0,3,"Gauteng, South Africa"
TX100935,2024-08-04,Gauteng,South Africa,CUST20035,Retail,Savings,"16 350,06","39 877,74","27 280,97","56 730,56",1,"35 154,03",0,2,"Gauteng, South Africa"
