transaction_id,date,customer_id,product_category,budget_amount,actual_amount,cost,revenue,claim_flag,claim_amount,churn_flag,orders_count,profit,variance,variance_pct
TX100740,2024-06-01,CUST20140,Loans,38081.15,7903.1,16508.52,43818.87,0,0.0,0,4,27310.350000000002,-30178.050000000003,-0.7924668766568237
TX100528,2024-05-07,CUST20228,Loans,29059.5,26004.33,7779.22,17833.73,0,0.0,1,2,10054.509999999998,-3055.1699999999983,-0.10513498167552773
TX100736,2023-04-09,CUST20136,Cards,23126.71,8319.04,25486.41,9000.57,0,0.0,0,2,-16485.84,-14807.669999999998,-0.6402843292452752
TX100137,2023-07-26,CUST20137,Loans,43782.33,54990.55,10394.81,13154.82,0,0.0,0,1,2760.01,11208.220000000001,0.255998709981858
TX100952,2023-11-18,CUST20052,Cards,14103.35,30311.89,1807.13,58842.25,0,0.0,0,1,57035.12,16208.539999999999,1.1492687907482972
TX100371,2023-10-15,CUST20071,Insurance,49498.06,29195.3,27095.75,18157.98,0,0.0,0,1,-8937.77,-20302.76,-0.41017284313769065
TX100948,2023-08-17,CUST20048,Cards,32436.86,58992.35,23479.78,56402.28,0,0.0,0,1,32922.5,26555.489999999998,0.8186825111925137
TX100758,2024-12-17,CUST20158,Cards,2088.71,56936.96,23940.37,8132.64,0,0.0,0,0,-15807.73,54848.25,26.259389766889612
TX100247,2024-12-30,CUST20247,Loans,45177.57,43024.39,9141.63,56081.48,0,0.0,0,1,46939.850000000006,-2153.1800000000003,-0.04766037659838721
TX100928,2023-11-11,CUST20028,Loans,48295.27,56839.37,7571.64,42584.5,0,0.0,0,2,35012.86,8544.100000000006,0.17691380543063548
TX100323,2023-12-31,CUST20023,Insurance,13710.03,8732.91,15128.64,22799.15,0,0.0,0,3,7670.510000000002,-4977.120000000001,-0.363027652018267
TX100465,2023-08-08,CUST20165,Savings,42039.01,10293.66,18125.11,53595.66,0,0.0,0,1,35470.55,-31745.350000000002,-0.7551402851779812
TX100208,2024-09-16,CUST20208,Investments,14626.88,41484.22,11548.8,10660.32,0,0.0,0,3,-888.4799999999996,26857.340000000004,1.8361632829420906
TX100706,2023-05-25,CUST20106,Savings,31641.17,8432.95,19000.46,59895.06,1,7418.9,0,1,40894.6,-23208.219999999998,-0.7334817264974715
TX100667,2023-07-22,CUST20067,Cards,43819.87,43935.1,20509.72,16543.56,0,0.0,0,1,-3966.16,115.22999999999593,0.0026296289788170506
TX100210,2024-11-29,CUST20210,Loans,15112.26,14889.37,10616.43,29925.53,0,0.0,0,1,19309.1,-222.88999999999942,-0.014748952175253696
TX100582,2023-05-24,CUST20282,Insurance,34129.15,51481.7,21903.41,41992.01,0,0.0,0,2,20088.600000000002,17352.549999999996,0.5084378017032359
TX100078,2023-07-21,CUST20078,Investments,14378.99,44769.7,5248.7,30933.55,0,0.0,0,2,25684.85,30390.71,2.1135496999441545
TX100029,2023-01-22,CUST20029,Insurance,37721.87,3841.64,7676.04,55926.4,0,0.0,0,3,48250.36,-33880.23,-0.8981588134416454
TX100872,2024-04-18,CUST20272,Insurance,19851.9,59943.45,9850.57,10404.33,0,0.0,0,4,553.7600000000002,40091.549999999996,2.0195321354631037
TX100909,2023-08-21,CUST20009,Investments,11263.33,21193.05,22450.64,6584.19,1,13836.07,0,1,-15866.45,9929.72,0.881597183071081
TX100827,2023-04-03,CUST20227,Investments,24178.35,34354.5,25118.22,67048.12,0,0.0,0,1,41929.899999999994,10176.150000000001,0.4208785959339658
TX100650,2023-12-14,CUST20050,Insurance,10564.66,29500.68,26670.4,30929.43,1,11525.26,0,1,4259.029999999999,18936.02,1.7923927509262012
TX100292,2023-09-11,CUST20292,Savings,15925.52,4219.16,22286.47,325875.0,0,0.0,0,1,303588.53,-11706.36,-0.7350692473463974
TX100165,2024-07-09,CUST20165,Investments,41894.96,35737.17,22610.14,4194.76,1,12623.17,0,3,-18415.379999999997,-6157.790000000001,-0.14698164170582811
TX100567,2024-03-30,ANONYMOUS,Savings,45479.04,40605.25,2205.12,39863.36,0,0.0,0,0,37658.24,-4873.790000000001,-0.10716563058499037
TX100842,2024-06-07,CUST20242,Savings,16633.21,27231.46,25249.11,19336.73,1,5883.42,1,0,-5912.380000000001,10598.25,0.6371740632144968
TX100467,2023-02-16,CUST20167,Savings,23938.045,19384.64,3543.16,33509.12,0,0.0,0,1,29965.960000000003,-4553.404999999999,-0.19021624364061473
TX100065,2023-03-22,CUST20065,Savings,10726.06,33452.49,22035.92,55060.84,0,0.0,0,0,33024.92,22726.43,2.1188050411800794
TX100141,2024-11-21,ANONYMOUS,Loans,13065.96,1735.1,6474.8,43950.47,0,0.0,0,0,37475.67,-11330.859999999999,-0.8672045528992894
TX100987,2024-11-03,CUST20087,Insurance,31624.01,15993.98,5767.71,33846.54,0,0.0,1,0,28078.83,-15630.029999999999,-0.49424566966681327
TX100837,2024-06-17,CUST20237,Loans,16547.97,10862.32,4442.23,60695.6,0,0.0,0,8,56253.369999999995,-5685.6500000000015,-0.3435859504217134
TX100685,2024-10-17,CUST20085,Investments,25673.8,47397.96,26059.27,8604.53,0,0.0,0,0,-17454.739999999998,21724.16,0.8461606774221191
TX100328,2023-08-14,CUST20028,Loans,31696.39,42201.51,18020.82,25829.13,0,0.0,0,1,7808.310000000001,10505.120000000003,0.33142954134524477
TX100811,2024-03-25,CUST20211,Investments,21045.17,14328.04,13527.59,21592.84,0,0.0,0,2,8065.25,-6717.129999999997,-0.3191767992370695
TX100527,2024-09-17,ANONYMOUS,Insurance,23938.045,6404.16,2785.68,10145.28,0,0.0,0,3,7359.6,-17533.885,-0.7324693808537832
TX100917,2024-09-14,CUST20017,Cards,31398.19,46188.64,11349.26,34167.31,0,0.0,0,2,22818.049999999996,14790.45,0.47106059298322617
TX100595,2024-12-30,CUST20295,Investments,25465.84,25898.07,1212.93,17782.17,0,0.0,0,0,16569.239999999998,432.22999999999956,0.016972933152803897
TX100221,2023-02-22,CUST20221,Loans,13854.81,29555.635,27360.66,5258.6,0,0.0,0,1,-22102.059999999998,15700.824999999999,1.1332400083436727
TX100261,2023-10-25,CUST20261,Investments,19730.36,35196.11,9262.63,12051.81,1,5107.05,0,1,2789.1800000000003,15465.75,0.7838554390289888
TX100310,2023-05-15,CUST20010,Insurance,1306.62,18330.29,6591.39,5294.13,0,0.0,0,1,-1297.2600000000002,17023.670000000002,13.02878419127214
TX100910,2023-04-19,CUST20010,Loans,21396.88,1787.91,16537.96,66597.75,0,0.0,0,0,50059.79,-19608.97,-0.9164406212494532
TX100307,2023-10-04,ANONYMOUS,Cards,35188.1,24048.77,10309.94,59530.06,0,0.0,0,1,49220.119999999995,-11139.329999999998,-0.3165652592779945
TX100049,2023-10-01,CUST20049,Insurance,23325.34,40576.02,18449.13,23746.61,0,0.0,0,4,5297.48,17250.679999999997,0.7395682120817959
TX100751,2023-05-25,CUST20151,Investments,9323.76,7612.09,6236.08,24905.52,1,1745.22,0,4,18669.440000000002,-1711.67,-0.1835815164697504
TX100002,2023-09-28,CUST20002,Loans,31689.8,47687.25,18107.46,27164.09,0,0.0,0,0,9056.630000000001,15997.45,0.5048138517756502
TX100711,2024-06-30,CUST20111,Savings,30302.45,2222.19,5861.46,20864.03,0,0.0,0,4,15002.57,-28080.260000000002,-0.9266663256601364
TX100355,2024-08-29,CUST20055,Loans,17896.06,31325.59,26006.89,2549.78,0,0.0,0,3,-23457.11,13429.529999999999,0.7504182484859795
TX100914,2023-04-21,CUST20014,Savings,26098.52,31096.51,29245.62,28846.76,1,16073.07,0,0,-398.8600000000006,4997.989999999998,0.19150472900379018
TX100542,2023-04-06,CUST20242,Savings,28001.5,3296.05,15699.18,5791.68,0,0.0,0,1,-9907.5,-24705.45,-0.8822902344517258
TX100773,2023-09-25,CUST20173,Insurance,39300.0,29779.47,2358.44,57229.57,0,0.0,1,4,54871.13,-9520.529999999999,-0.24225267175572515
TX100918,2024-01-04,CUST20018,Loans,40384.01,45231.78,27774.93,44131.37,0,0.0,0,1,16356.440000000002,4847.769999999997,0.12004181853164152
TX100713,2024-01-25,CUST20113,Savings,42885.48,2427.15,20356.15,20883.64,0,0.0,0,4,527.489999999998,-40458.33,-0.9434039213272184
TX100583,2024-07-22,CUST20283,Insurance,16054.71,28279.25,15058.69,48678.75,0,0.0,0,4,33620.06,12224.54,0.7614301348327065
TX100033,2023-02-28,CUST20033,Investments,21510.53,10463.85,24997.54,19871.47,0,0.0,0,0,-5126.07,-11046.679999999998,-0.5135475508971652
TX100031,2024-07-14,CUST20031,Loans,5289.88,31890.04,17260.48,29068.3,0,0.0,0,3,11807.82,26600.16,5.028499701316476
TX100231,2023-05-03,CUST20231,Insurance,3109.57,43654.58,21607.09,33393.38,0,0.0,0,2,11786.289999999997,40545.01,13.038783497396746
TX100756,2023-02-20,CUST20156,Cards,32995.67,44964.2,23270.36,20920.42,0,0.0,0,1,-2349.9400000000023,11968.529999999999,0.3627303218876901
TX100192,2024-01-09,CUST20192,Savings,38905.03,28950.46,21549.45,48287.66,0,0.0,0,1,26738.210000000003,-9954.57,-0.25586845711210093
TX100880,2024-11-29,CUST20280,Investments,38860.88,54684.57,29119.58,61242.81,0,0.0,0,0,32123.229999999996,15823.690000000002,0.4071881542569289
TX100003,2023-04-17,CUST20003,Insurance,14645.07,58883.88,9737.51,55717.56,0,0.0,0,2,45980.049999999996,44238.81,3.0207305256990917
TX100204,2024-01-21,CUST20204,Insurance,22761.65,40448.66,4450.97,14044.25,0,0.0,0,4,9593.279999999999,17687.010000000002,0.7770530695270335
TX100494,2023-06-09,CUST20194,Investments,8262.66,18231.41,20431.15,40902.38,0,0.0,0,1,20471.229999999996,9968.75,1.2064819319686397
TX100581,2023-05-31,CUST20281,Cards,46601.48,31112.13,6710.04,1571.45,0,0.0,0,1,-5138.59,-15489.350000000002,-0.3323789287378856
TX100481,2024-06-05,CUST20181,Loans,40858.29,2595.3,29434.82,33016.42,0,0.0,0,1,3581.5999999999985,-38262.99,-0.9364804547620568
TX100109,2024-11-05,CUST20109,Loans,20115.89,51596.31,210.7,20106.89,0,0.0,0,1,19896.19,31480.42,1.5649528805337471
TX100290,2024-02-26,CUST20290,Loans,41677.4,27034.35,29409.81,17006.18,0,0.0,0,1,-12403.630000000001,-14643.050000000003,-0.35134269412199426
TX100077,2023-06-11,CUST20077,Cards,32728.31,4843.71,3172.77,62197.33,0,0.0,0,2,59024.560000000005,-27884.600000000002,-0.8520024407004212
TX100084,2023-09-09,CUST20084,Cards,23657.17,14341.88,5584.37,51616.11,0,0.0,0,4,46031.74,-9315.289999999999,-0.39376180667425564
TX100359,2023-07-10,CUST20059,Loans,6445.72,55751.51,7894.19,15971.61,0,0.0,0,2,8077.420000000001,49305.79,7.649384397708867
TX100082,2024-04-06,CUST20082,Loans,47135.11,55111.53,12801.02,44750.68,0,0.0,0,3,31949.66,7976.419999999998,0.1692245971209147
TX100256,2023-12-04,CUST20256,Investments,11333.43,12475.2,25669.44,47062.88,0,0.0,1,4,21393.44,1141.7700000000004,0.10074355248146416
TX100352,2024-05-11,CUST20052,Insurance,40339.71,7586.84,28039.16,42466.31,0,0.0,0,2,14427.149999999998,-32752.87,-0.8119262632279707
TX100370,2024-09-17,CUST20070,Insurance,2712.02,48788.53,28828.8,56615.51,0,0.0,0,3,27786.710000000003,46076.51,16.9897382762664
TX100404,2023-07-09,CUST20104,Investments,26070.29,50266.73,27259.58,31503.64,0,0.0,0,7,4244.059999999998,24196.440000000002,0.9281231624197507
TX100525,2023-07-15,CUST20225,Cards,37186.79,29542.99,569.31,32995.65,0,0.0,1,2,32426.34,-7643.799999999999,-0.2055514875040303
TX100309,2024-01-27,CUST20009,Investments,28744.54,48433.33,24429.94,7867.02,0,0.0,0,1,-16562.92,19688.79,0.6849575606358633
TX100822,2024-11-26,CUST20222,Savings,16435.51,59042.43,12233.78,5674.17,0,0.0,0,6,-6559.610000000001,42606.92,2.592369813896861
TX100281,2024-02-08,CUST20281,Investments,36487.39,47879.89,27759.43,37637.85,0,0.0,0,2,9878.419999999998,11392.5,0.31223115712030924
TX100005,2024-12-01,ANONYMOUS,Investments,46490.79,56065.02,2216.66,5099.17,0,0.0,0,2,2882.51,9574.229999999996,0.20593820840643912
TX100408,2024-07-23,CUST20108,Cards,48227.33,2935.57,29352.09,64714.6,0,0.0,0,2,35362.509999999995,-45291.76,-0.9391305718147781
TX100670,2023-08-15,CUST20070,Investments,28777.75,4922.91,29369.69,38757.45,0,0.0,0,3,9387.759999999998,-23854.84,-0.8289334642214906
TX100097,2023-01-15,CUST20097,Investments,30586.05,32330.52,6610.69,64061.7,0,0.0,0,0,57451.009999999995,1744.4700000000012,0.0570348246994954
TX100305,2024-08-02,CUST20005,Savings,16371.62,6814.47,20203.21,48391.12,0,0.0,0,1,28187.910000000003,-9557.150000000001,-0.5837632439550882
TX100362,2023-09-13,CUST20062,Insurance,39735.51,16272.34,28896.51,60112.64,0,0.0,0,1,31216.13,-23463.170000000002,-0.5904836756845452
TX100898,2023-03-27,CUST20298,Loans,1928.32,51563.3,8568.25,40153.95,0,0.0,0,2,31585.699999999997,49634.98,25.740012031198145
TX100266,2024-09-15,CUST20266,Loans,10365.47,13386.46,29188.04,26756.61,0,0.0,0,3,-2431.4300000000003,3020.99,0.29144746933810045
TX100425,2024-12-30,CUST20125,Loans,32870.84,49764.6,8350.87,41308.92,0,0.0,0,3,32958.049999999996,16893.760000000002,0.5139436655710655
TX100762,2023-02-03,ANONYMOUS,Insurance,27943.34,31087.87,10156.74,45719.57,1,17697.44,0,4,35562.83,3144.529999999999,0.11253236012588326
TX100306,2024-02-02,CUST20006,Savings,13145.79,32115.73,20706.52,63198.05,0,0.0,0,2,42491.53,18969.94,1.4430429818215564
TX100926,2023-11-16,CUST20026,Investments,3668.84,28085.51,21598.68,15545.75,0,0.0,0,2,-6052.93,24416.67,6.655147130973277
TX100497,2024-11-20,CUST20197,Insurance,44825.82,22693.49,29869.01,51164.96,0,0.0,0,2,21295.95,-22132.329999999998,-0.493740661074354
TX100118,2023-07-20,ANONYMOUS,Savings,35284.81,8652.74,26954.58,41170.06,0,0.0,0,5,14215.479999999996,-26632.07,-0.7547743632458274
TX100783,2023-03-16,CUST20183,Savings,31905.15,7581.77,6026.37,66894.76,0,0.0,1,1,60868.38999999999,-24323.38,-0.7623653234665877
TX100250,2023-05-27,CUST20250,Cards,28410.87,29555.635,25608.53,4878.35,0,0.0,0,2,-20730.18,1144.7649999999994,0.0402932046783502
TX100351,2023-12-15,CUST20051,Insurance,17539.09,47446.86,18706.86,11673.5,0,0.0,0,3,-7033.360000000001,29907.77,1.7052064844869375
TX100009,2024-04-11,CUST20009,Savings,11559.54,55370.42,14967.15,19540.09,0,0.0,0,3,4572.9400000000005,43810.88,3.7900193260285437
TX100196,2023-08-21,CUST20196,Investments,12342.52,27291.81,20724.76,51483.49,0,0.0,0,1,30758.73,14949.29,1.2112024124733036
TX100611,2024-05-31,CUST20011,Loans,10684.32,31034.8,19966.27,8629.87,0,0.0,0,3,-11336.4,20350.48,1.9047052128726958
TX100081,2024-03-31,CUST20081,Cards,6625.05,45088.05,4303.7,55298.22,0,0.0,0,6,50994.520000000004,38463.0,5.805692032512962
TX100382,2024-04-21,CUST20082,Insurance,38632.27,20038.94,13593.43,1259.17,0,0.0,0,1,-12334.26,-18593.329999999998,-0.4812901235159104
TX100483,2023-06-29,CUST20183,Insurance,23572.82,48221.28,3628.38,3248.2,0,0.0,0,2,-380.1800000000003,24648.46,1.0456305185378754
TX100680,2024-02-19,CUST20080,Insurance,41933.25,56289.57,3246.06,35635.73,0,0.0,0,1,32389.670000000002,14356.32,0.3423612527051922
TX100239,2024-08-31,CUST20239,Cards,12620.08,51010.97,28053.3,33711.24,0,0.0,0,1,5657.939999999999,38390.89,3.042048069425867
TX100903,2024-06-08,CUST20003,Insurance,23938.045,36372.13,20326.52,20487.0,0,0.0,0,2,160.47999999999956,12434.085,0.5194277561095737
TX100211,2023-04-23,CUST20211,Loans,28260.07,25846.85,13261.39,51298.68,0,0.0,0,0,38037.29,-2413.220000000001,-0.08539327751134379
TX100906,2024-08-02,CUST20006,Investments,23938.045,4960.12,3589.0,58256.74,0,0.0,0,2,54667.74,-18977.925,-0.792793438227725
TX100530,2024-02-17,CUST20230,Cards,40400.69,13301.76,3118.15,7913.71,0,0.0,0,2,4795.5599999999995,-27098.93,-0.6707541381100174
TX100784,2024-03-10,CUST20184,Loans,37244.46,4601.21,4405.7,54046.27,0,0.0,0,2,49640.57,-32643.25,-0.8764592103093991
TX100227,2023-09-04,CUST20227,Loans,16512.75,25035.81,26081.88,58938.85,1,20848.83,0,2,32856.97,8523.060000000001,0.516150247535995
TX100866,2024-12-19,CUST20266,Cards,15491.63,5573.47,22090.36,19182.91,0,0.0,1,4,-2907.4500000000007,-9918.16,-0.6402270129095519
TX100344,2024-04-21,CUST20044,Insurance,36961.36,51158.64,2605.35,27102.83,0,0.0,0,1,24497.480000000003,14197.279999999999,0.3841114071560137
TX100806,2023-11-26,CUST20206,Loans,1542.85,5943.51,10762.61,58410.04,0,0.0,0,3,47647.43,4400.66,2.8522928346890497
TX100933,2023-10-04,CUST20033,Savings,8214.13,54875.64,14538.07,69830.78,0,0.0,0,1,55292.71,46661.51,5.680639337337004
TX100428,2024-09-27,CUST20128,Cards,35367.78,28242.07,19954.59,2658.32,0,0.0,0,2,-17296.27,-7125.709999999999,-0.20147461898937394
TX100541,2024-07-01,CUST20241,Loans,12075.63,55152.04,26830.82,61249.14,1,9696.65,0,2,34418.32,43076.41,3.5672184391207753
TX100968,2023-10-27,CUST20068,Cards,12332.72,35160.76,22324.5,7887.15,0,0.0,1,2,-14437.35,22828.04,1.8510142125986808
TX100986,2023-09-16,CUST20086,Cards,32695.02,26723.97,21759.15,8392.16,1,8562.53,0,0,-13366.990000000002,-5971.049999999999,-0.1826287306140201
TX100652,2024-05-19,CUST20052,Insurance,16831.89,29555.635,21879.83,18480.9,0,0.0,0,0,-3398.9300000000003,12723.744999999999,0.755930855061434
TX100007,2024-09-06,CUST20007,Investments,40004.36,28393.0,24294.92,27618.58,0,0.0,0,1,3323.6600000000035,-11611.36,-0.2902523624924883
TX100155,2024-11-29,CUST20155,Savings,34749.36,30396.71,19772.69,3829.99,0,0.0,0,2,-15942.699999999999,-4352.6500000000015,-0.12525842202561432
TX100547,2024-01-04,CUST20247,Savings,38804.09,38602.65,9535.05,53221.82,0,0.0,0,1,43686.770000000004,-201.43999999999505,-0.005191205360053414
TX100545,2023-07-09,CUST20245,Cards,15605.71,14721.36,27807.3,34348.6,0,0.0,0,1,6541.299999999999,-884.3499999999985,-0.056668360491127834
TX100602,2023-08-18,CUST20002,Savings,1009.14,4201.2,5798.22,28615.51,1,2675.26,0,2,22817.289999999997,3192.06,3.1631488197871453
TX100780,2023-07-26,CUST20180,Loans,48119.17,18925.3,21438.2,54273.24,0,0.0,0,2,32835.03999999999,-29193.87,-0.6066993674246667
TX100787,2024-12-04,CUST20187,Investments,10543.9,15612.09,12986.54,11774.78,0,0.0,0,2,-1211.7600000000002,5068.1900000000005,0.48067508227505956
TX100572,2024-01-02,CUST20272,Savings,47137.27,17297.67,15084.77,19928.14,0,0.0,0,1,4843.369999999999,-29839.6,-0.6330362365066963
TX100587,2023-02-11,CUST20287,Cards,16581.15,26892.02,415.49,37475.96,0,0.0,0,3,37060.47,10310.869999999999,0.6218428757957076
TX100584,2023-02-08,CUST20284,Cards,19131.2,21903.33,12513.15,57782.08,0,0.0,0,5,45268.93,2772.130000000001,0.1449009994145689
TX100944,2023-05-17,CUST20044,Investments,16862.81,29555.635,14294.16,58844.29,0,0.0,0,4,44550.130000000005,12692.824999999997,0.7527111436350167
TX100809,2024-06-29,CUST20209,Insurance,22268.56,38846.86,21816.47,20399.06,0,0.0,0,0,-1417.4099999999999,16578.3,0.7444711288022215
TX100422,2023-07-15,CUST20122,Savings,33395.89,50817.21,8415.55,32204.49,0,0.0,0,0,23788.940000000002,17421.32,0.5216605995528192
TX100536,2024-01-29,CUST20236,Cards,38607.44,18963.27,27626.78,15719.16,0,0.0,0,3,-11907.619999999999,-19644.170000000002,-0.5088182485033973
TX100589,2024-02-02,CUST20289,Insurance,17935.62,18049.28,16749.48,22571.49,0,0.0,0,2,5822.010000000002,113.65999999999985,0.0063371101751709645
TX100716,2024-12-09,CUST20116,Cards,14260.38,47900.37,17485.47,25393.7,0,0.0,0,3,7908.23,33639.990000000005,2.3589827199555695
TX100935,2024-08-04,CUST20035,Savings,16350.06,39877.74,27280.97,56730.56,1,35154.03,0,2,29449.589999999997,23527.68,1.4389965541410858
TX100834,2024-04-10,CUST20234,Investments,26145.58,16012.17,13366.67,14890.89,0,0.0,0,2,1524.2199999999993,-10133.410000000002,-0.3875764087084701
TX100228,2024-03-14,CUST20228,Savings,14999.28,4800.48,27143.14,33799.83,0,0.0,0,1,6656.690000000002,-10198.800000000001,-0.679952637726611
TX100357,2024-11-30,CUST20057,Investments,16283.68,50273.59,20111.05,5131.41,0,0.0,0,1,-14979.64,33989.909999999996,2.087360473799534
TX100737,2024-12-30,CUST20137,Cards,46909.47,16117.86,13365.01,1286.67,0,0.0,0,2,-12078.34,-30791.61,-0.6564049860294734
TX100212,2023-01-02,CUST20212,Investments,2428.6,58080.7,2172.3,23541.57,0,0.0,0,0,21369.27,55652.1,22.915300996458864
TX100079,2023-09-27,CUST20079,Cards,9682.43,42804.56,12986.41,9999.21,0,0.0,0,1,-2987.2000000000007,33122.13,3.420848898468669
TX100302,2024-12-20,CUST20002,Loans,36826.71,29339.03,15654.94,65315.44,1,14842.39,0,1,49660.5,-7487.68,-0.20332199102227705
TX100529,2023-03-16,CUST20229,Cards,13580.43,37895.88,2866.25,64016.83,0,0.0,0,1,61150.58,24315.449999999997,1.790477179294028
TX100331,2023-10-11,CUST20031,Savings,17267.92,18910.06,27105.4,24413.29,1,5238.6,0,5,-2692.1100000000006,1642.140000000003,0.0950977303577966
TX100513,2024-08-29,CUST20213,Loans,5294.84,1022.24,4870.24,24947.33,0,0.0,0,1,20077.090000000004,-4272.6,-0.8069365646554004
TX100798,2024-06-25,CUST20198,Investments,23522.59,52359.36,20587.52,22434.08,0,0.0,1,1,1846.5600000000013,28836.77,1.2259181493194415
TX100891,2024-09-22,CUST20291,Insurance,17306.26,23508.44,14563.04,35040.66,0,0.0,0,1,20477.620000000003,6202.18,0.3583778355346563
TX100342,2023-08-08,CUST20042,Loans,45629.33,35243.2,6469.76,25809.2,1,9672.9,0,3,19339.440000000002,-10386.130000000005,-0.2276196034436623
TX100133,2023-08-06,CUST20133,Loans,35285.56,59630.15,2610.48,48185.03,1,8347.4,0,5,45574.549999999996,24344.590000000004,0.6899306685227613
TX100810,2023-02-22,CUST20210,Savings,7250.94,11380.44,6668.5,23531.22,0,0.0,0,0,16862.72,4129.500000000001,0.5695123666724592
TX100311,2023-07-14,CUST20011,Loans,4032.4,57745.08,16306.61,40394.48,0,0.0,0,1,24087.870000000003,53712.68,13.320275766293026
TX100865,2024-11-22,CUST20265,Investments,30970.67,49512.91,21920.14,50637.63,0,0.0,0,3,28717.489999999998,18542.240000000005,0.5987032246961401
TX100447,2023-04-28,CUST20147,Loans,40492.97,24552.38,3794.64,36963.32,0,0.0,0,2,33168.68,-15940.59,-0.3936631469610651
TX100000,2023-04-13,CUST20000,Savings,38904.08,18818.51,10364.7,25130.05,0,0.0,1,2,14765.349999999999,-20085.570000000003,-0.5162844102726502
TX100316,2024-04-04,CUST20016,Cards,26145.97,30902.76,17066.55,26530.41,0,0.0,0,4,9463.86,4756.789999999997,0.1819320530085515
TX100715,2023-09-13,CUST20115,Cards,44294.67,31075.06,21571.24,11452.59,0,0.0,0,3,-10118.650000000001,-13219.609999999997,-0.29844696890167594
TX100835,2024-08-26,CUST20235,Cards,7394.72,31337.64,26750.29,42251.01,0,0.0,0,0,15500.720000000001,23942.92,3.2378399723045628
TX100621,2024-10-18,CUST20021,Savings,31378.46,20089.22,15315.67,7319.4,0,0.0,0,0,-7996.27,-11289.239999999998,-0.359776738565245
TX100538,2023-07-11,CUST20238,Loans,25110.67,14914.3,28656.39,18556.24,0,0.0,0,3,-10100.149999999998,-10196.369999999999,-0.406057265696216
TX100826,2024-10-28,CUST20226,Savings,13472.49,6712.71,14822.81,56920.5,0,0.0,0,1,42097.69,-6759.78,-0.5017468931132998
TX100405,2023-05-05,CUST20105,Insurance,3989.35,51818.13,18176.77,23647.19,0,0.0,0,3,5470.419999999998,47828.78,11.989116021406996
TX100172,2023-08-19,CUST20172,Insurance,38332.3,39970.07,25782.08,22623.6,0,0.0,0,1,-3158.480000000003,1637.7699999999968,0.04272558651581034
TX100125,2023-04-09,CUST20125,Loans,5838.12,26599.53,27386.89,54483.75,0,0.0,0,2,27096.86,20761.41,3.556180756818976
TX100657,2023-04-27,CUST20057,Insurance,40282.53,16131.9,9505.47,8394.53,0,0.0,0,1,-1110.9399999999987,-24150.629999999997,-0.5995311118740555
TX100501,2024-11-21,CUST20201,Savings,40800.65,59732.9,573.97,60517.89,0,0.0,0,1,59943.92,18932.25,0.4640183428450282
TX100558,2024-11-29,CUST20258,Investments,20559.17,55496.42,557.79,793.28,0,0.0,0,1,235.49,34937.25,1.6993511897610654
TX100913,2023-08-16,CUST20013,Investments,2974.16,52819.81,19140.96,20862.75,0,0.0,0,4,1721.7900000000009,49845.649999999994,16.75957245070877
TX100090,2023-02-22,CUST20090,Cards,38115.76,44475.94,26622.58,7992.86,0,0.0,0,2,-18629.72,6360.18,0.16686483491343213
TX100949,2024-07-01,CUST20049,Investments,2252.92,29891.76,5941.23,42175.8,0,0.0,0,2,36234.57000000001,27638.839999999997,12.268007741064928
TX100181,2023-12-25,CUST20181,Loans,46918.34,58192.15,18840.44,50343.98,0,0.0,0,5,31503.540000000005,11273.810000000005,0.24028578163677586
TX100274,2023-06-09,CUST20274,Cards,25347.88,11825.05,16045.92,31198.43,0,0.0,0,3,15152.51,-13522.830000000002,-0.5334895857168331
TX100905,2023-01-25,CUST20005,Loans,7743.86,59892.89,24580.53,23941.59,0,0.0,0,1,-638.9399999999987,52149.03,6.734242354588022
TX100069,2024-01-25,CUST20069,Insurance,14374.55,45294.5,7181.8,33187.15,0,0.0,0,1,26005.350000000002,30919.95,2.1510203797684104
TX100291,2023-04-14,CUST20291,Loans,47464.33,1691.38,19538.39,63585.57,0,0.0,0,2,44047.18,-45772.950000000004,-0.9643652401708821
TX100131,2024-10-04,CUST20131,Cards,44889.2,20689.71,20398.73,8746.96,1,9953.01,0,1,-11651.77,-24199.489999999998,-0.5390938132111955
TX100300,2024-12-06,CUST20000,Savings,1474.66,7214.17,25341.16,22333.08,0,0.0,0,1,-3008.079999999998,5739.51,3.8920903801554254
TX100430,2024-10-31,CUST20130,Insurance,49848.55,24437.27,14729.45,33739.03,0,0.0,0,3,19009.579999999998,-25411.280000000002,-0.5097696923982744
TX100326,2023-10-10,CUST20026,Cards,10469.22,56353.52,529.75,2819.69,0,0.0,0,2,2289.94,45884.299999999996,4.382781143198825
TX100144,2024-07-17,CUST20144,Loans,2557.15,51946.82,7893.78,55187.97,0,0.0,0,1,47294.19,49389.67,19.314342138709108
TX100429,2023-04-16,CUST20129,Loans,6558.6,47620.17,7203.04,69621.59,0,0.0,0,0,62418.549999999996,41061.57,6.2607218003842275
TX100588,2023-07-05,CUST20288,Savings,29406.83,56363.18,2833.65,11838.74,0,0.0,0,2,9005.09,26956.35,0.9166696988420716
TX100966,2024-03-10,CUST20066,Loans,3634.84,38096.87,2226.21,10189.73,0,0.0,0,2,7963.5199999999995,34462.03,9.481030801905998
